pedido_id,fecha,cliente_id,cliente_nombre,ciudad,region,producto_id,producto_nombre,categoria,cantidad,precio_unitario,importe,canal,metodo_pago,valoracion,importe_por_unidad_bruto,dia_semana
PED201145,2025-05-29,C100203,Cliente 0204,Málaga,Andalucía,P009,Bombilla inteligente,Hogar,2,95.71,191.42,Web,Tarjeta,1.0,95.71,Thursday
PED209606,2025-05-29,C100001,Cliente 0002,Murcia,Levante,P019,Banda elástica,Deporte,1,59.15,59.15,App móvil,PayPal,4.0,59.15,Thursday
PED209208,2025-05-29,C100266,Cliente 0267,Bilbao,Norte,P021,Camiseta algodón,Moda,3,138.24,414.72,App móvil,PayPal,5.0,138.24,Thursday
PED203738,2025-05-29,C100076,Cliente 0077,Sevilla,Andalucía,P015,Esterilla yoga,Deporte,1,113.18,113.18,Web,Tarjeta,5.0,113.18,Thursday
PED205073,2025-05-29,C100009,Cliente 0010,Madrid,Centro,P015,Esterilla yoga,Deporte,1,117.84,117.84,Web,Tarjeta,5.0,117.84,Thursday
PED200346,2025-05-29,C100036,Cliente 0037,Palma,Levante,P008,"Monitor 24""",Electrónica,4,145.66,582.64,Web,Transferencia,5.0,145.66,Thursday
PED204851,2025-05-29,C100044,Cliente 0045,Madrid,Centro,P004,Teclado mecánico,Electrónica,1,103.11,103.11,Web,Tarjeta,,103.11,Thursday
PED206643,2025-05-29,C100266,Cliente 0267,Bilbao,Norte,P008,"Monitor 24""",Electrónica,3,142.33,426.99,App móvil,Tarjeta,1.0,142.33,Thursday
PED201726,2025-05-29,C100238,Cliente 0239,Sevilla,Andalucía,P002,Cargador USB-C,Electrónica,1,34.59,34.59,App móvil,Transferencia,5.0,34.59,Thursday
PED208623,2025-05-29,C100082,Cliente 0083,Barcelona,Cataluña,P015,Esterilla yoga,Deporte,3,111.85,335.55,Web,PayPal,,111.85,Thursday
PED211493,2025-05-29,C100128,Cliente 0129,Zaragoza,Centro,P003,Ratón inalámbrico,Electrónica,4,96.75,387.0,Web,Tarjeta,4.0,96.75,Thursday
PED201401,2025-05-29,C100139,Cliente 0140,Bilbao,Norte,P018,Zapatillas running,Deporte,1,119.2,119.2,Web,PayPal,5.0,119.2,Thursday
PED205624,2025-05-29,C100060,Cliente 0061,Vigo,Norte,P002,Cargador USB-C,Electrónica,3,37.01,111.03,Web,PayPal,5.0,37.01,Thursday
PED201990,2025-05-29,C100231,Cliente 0232,Palma,Levante,P028,Agenda 2026,Papelería,1,80.75,80.75,Web,Contra reembolso,5.0,80.75,Thursday
PED208983,2025-05-29,C100177,Cliente 0178,Barcelona,Cataluña,P013,Lámpara escritorio,Hogar,1,28.99,28.99,App móvil,Contra reembolso,4.0,28.99,Thursday
PED205117,2025-05-29,C100297,Cliente 0298,Bilbao,Norte,P029,Mochila portátil,Papelería,2,66.32,132.64,Marketplace,PayPal,5.0,66.32,Thursday
PED208279,2025-05-29,C100329,Cliente 0330,Zaragoza,Centro,P017,Botella térmica,Deporte,3,153.74,461.22,App móvil,PayPal,5.0,153.74,Thursday
PED205245,2025-05-29,C100249,Cliente 0250,Madrid,Centro,P026,Cuaderno A5,Papelería,4,32.58,130.32,App móvil,Tarjeta,,32.58,Thursday
PED201926,2025-05-29,C100100,Cliente 0101,Palma,Levante,P029,Mochila portátil,Papelería,4,68.29,273.16,App móvil,Tarjeta,3.0,68.29,Thursday
PED206338,2025-05-29,C100321,Cliente 0322,Barcelona,Cataluña,P013,Lámpara escritorio,Hogar,4,24.88,99.52,Marketplace,Tarjeta,3.0,24.88,Thursday
PED211759,2025-05-29,C100012,Cliente 0013,Murcia,Levante,P015,Esterilla yoga,Deporte,4,134.63,538.52,Web,PayPal,1.0,134.63,Thursday
PED206482,2025-05-29,C100219,Cliente 0220,Vigo,Norte,P014,Organizador armario,Hogar,5,20.93,104.65,Web,Tarjeta,,20.93,Thursday
PED201050,2025-05-29,C100261,Cliente 0262,Barcelona,Cataluña,P013,Lámpara escritorio,Hogar,5,30.13,150.65,Web,PayPal,4.0,30.13,Thursday
PED205365,2025-05-29,C100050,Cliente 0051,Murcia,Levante,P019,Banda elástica,Deporte,1,72.27,72.27,App móvil,Tarjeta,5.0,72.27,Thursday
PED201131,2025-05-29,C100096,Cliente 0097,Valencia,Levante,P004,Teclado mecánico,Electrónica,1,102.77,102.77,Web,Transferencia,4.0,102.77,Thursday
PED209663,2025-05-29,C100150,Cliente 0151,Palma,Levante,P029,Mochila portátil,Papelería,1,78.59,78.59,Web,PayPal,2.0,78.59,Thursday
PED204894,2025-05-29,C100096,Cliente 0097,Valencia,Levante,P016,Mancuernas 5kg,Deporte,1,78.99,78.99,Web,Contra reembolso,,78.99,Thursday
PED206266,2025-05-29,C100238,Cliente 0239,Sevilla,Andalucía,P012,Set sábanas,Hogar,1,25.72,25.72,App móvil,PayPal,4.0,25.72,Thursday
PED206454,2025-05-30,C100320,Cliente 0321,Sevilla,Andalucía,P026,Cuaderno A5,Papelería,1,28.57,28.57,Web,Tarjeta,5.0,28.57,Friday
PED206455,2025-05-30,C100029,Cliente 0030,Bilbao,Norte,P007,Webcam HD,Electrónica,4,146.66,586.64,App móvil,Tarjeta,,146.66,Friday
PED206537,2025-05-30,C100194,Cliente 0195,Vigo,Norte,P007,Webcam HD,Electrónica,4,131.29,525.16,App móvil,Tarjeta,3.0,131.29,Friday
PED200070,2025-05-30,C100204,Cliente 0205,Bilbao,Norte,P001,Auriculares BT,Electrónica,1,107.74,107.74,Marketplace,Tarjeta,4.0,107.74,Friday
PED202517,2025-05-30,C100039,Cliente 0040,Málaga,Andalucía,P029,Mochila portátil,Papelería,2,67.77,135.54,Marketplace,Contra reembolso,2.0,67.77,Friday
PED201339,2025-05-30,C100316,Cliente 0317,Murcia,Levante,P014,Organizador armario,Hogar,5,22.34,111.7,Web,Tarjeta,5.0,22.34,Friday
PED200252,2025-05-30,C100007,Cliente 0008,Málaga,Andalucía,P018,Zapatillas running,Deporte,4,112.04,448.16,Web,Contra reembolso,1.0,112.04,Friday
PED200228,2025-05-30,C100310,Cliente 0311,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,3,114.33,342.99,App móvil,PayPal,3.0,114.33,Friday
PED210762,2025-05-30,C100206,Cliente 0207,Murcia,Levante,P022,Sudadera capucha,Moda,2,60.16,120.32,App móvil,Transferencia,4.0,60.16,Friday
PED203117,2025-05-30,C100060,Cliente 0061,Vigo,Norte,P016,Mancuernas 5kg,Deporte,5,89.18,445.9,Marketplace,Tarjeta,5.0,89.18,Friday
PED202625,2025-05-30,C100305,Cliente 0306,Barcelona,Cataluña,P024,Gafas de sol,Moda,2,56.15,112.3,Web,Tarjeta,4.0,56.15,Friday
PED209329,2025-05-30,C100064,Cliente 0065,Bilbao,Norte,P022,Sudadera capucha,Moda,2,49.58,99.16,Web,PayPal,5.0,49.58,Friday
PED200693,2025-05-30,C100331,Cliente 0332,Sevilla,Andalucía,P022,Sudadera capucha,Moda,3,54.83,164.49,App móvil,PayPal,3.0,54.83,Friday
PED200754,2025-05-30,C100347,Cliente 0348,Vigo,Norte,P010,Robot aspirador,Hogar,3,109.6,328.8,Marketplace,Tarjeta,5.0,109.6,Friday
PED208663,2025-05-30,C100182,Cliente 0183,Bilbao,Norte,P017,Botella térmica,Deporte,1,145.13,145.13,App móvil,Tarjeta,,145.13,Friday
PED204567,2025-05-30,C100218,Cliente 0219,Bilbao,Norte,P028,Agenda 2026,Papelería,1,80.53,80.53,Marketplace,Tarjeta,,80.53,Friday
PED209905,2025-05-30,C100060,Cliente 0061,Vigo,Norte,P024,Gafas de sol,Moda,2,66.53,133.06,Web,PayPal,5.0,66.53,Friday
PED202721,2025-05-30,C100099,Cliente 0100,Barcelona,Cataluña,P020,Reloj deportivo,Deporte,4,181.64,726.56,App móvil,PayPal,3.0,181.64,Friday
PED206566,2025-05-30,C100250,Cliente 0251,Barcelona,Cataluña,P030,Rotuladores 24u,Papelería,2,134.58,269.16,Web,PayPal,4.0,134.58,Friday
PED209592,2025-05-30,C100207,Cliente 0208,Vigo,Norte,P015,Esterilla yoga,Deporte,2,124.2,248.4,Web,Tarjeta,5.0,124.2,Friday
PED202809,2025-05-30,C100086,Cliente 0087,Madrid,Centro,P012,Set sábanas,Hogar,1,25.85,25.85,Web,Tarjeta,4.0,25.85,Friday
PED211511,2025-05-30,C100243,Cliente 0244,Málaga,Andalucía,P020,Reloj deportivo,Deporte,3,172.59,517.77,App móvil,Tarjeta,4.0,172.59,Friday
PED211669,2025-05-31,C100036,Cliente 0037,Palma,Levante,P003,Ratón inalámbrico,Electrónica,1,105.95,105.95,Web,Tarjeta,4.0,105.95,Saturday
PED208026,2025-05-31,C100232,Cliente 0233,Madrid,Centro,P003,Ratón inalámbrico,Electrónica,2,96.63,193.26,Web,PayPal,5.0,96.63,Saturday
PED210895,2025-05-31,C100232,Cliente 0233,Madrid,Centro,P007,Webcam HD,Electrónica,4,151.27,605.08,Web,Contra reembolso,4.0,151.27,Saturday
PED200164,2025-05-31,C100249,Cliente 0250,Madrid,Centro,P002,Cargador USB-C,Electrónica,1,37.09,37.09,Marketplace,Contra reembolso,5.0,37.09,Saturday
PED206028,2025-05-31,C100285,Cliente 0286,Vigo,Norte,P017,Botella térmica,Deporte,1,133.44,133.44,Web,Transferencia,3.0,133.44,Saturday
PED206767,2025-05-31,C100272,Cliente 0273,Barcelona,Cataluña,P016,Mancuernas 5kg,Deporte,2,72.42,144.84,Web,Tarjeta,5.0,72.42,Saturday
PED203102,2025-05-31,C100231,Cliente 0232,Palma,Levante,P024,Gafas de sol,Moda,2,63.97,127.94,Web,Tarjeta,3.0,63.97,Saturday
PED210371,2025-05-31,C100272,Cliente 0273,Barcelona,Cataluña,P015,Esterilla yoga,Deporte,2,109.47,218.94,App móvil,Tarjeta,,109.47,Saturday
PED203287,2025-05-31,C100120,Cliente 0121,Bilbao,Norte,P008,"Monitor 24""",Electrónica,2,162.67,325.34,Marketplace,Tarjeta,,162.67,Saturday
PED208742,2025-05-31,C100262,Cliente 0263,Valencia,Levante,P023,Mochila urbana,Moda,3,73.95,221.85,Web,Tarjeta,4.0,73.95,Saturday
PED202300,2025-05-31,C100061,Cliente 0062,Murcia,Levante,P029,Mochila portátil,Papelería,3,83.47,250.41,Web,Tarjeta,5.0,83.47,Saturday
PED206107,2025-05-31,C100002,Cliente 0003,Málaga,Andalucía,P024,Gafas de sol,Moda,2,65.89,131.78,Web,PayPal,3.0,65.89,Saturday
PED204663,2025-05-31,C100243,Cliente 0244,Málaga,Andalucía,P013,Lámpara escritorio,Hogar,1,25.14,25.14,App móvil,Tarjeta,5.0,25.14,Saturday
PED205157,2025-05-31,C100181,Cliente 0182,Barcelona,Cataluña,P022,Sudadera capucha,Moda,2,51.37,102.74,Web,PayPal,5.0,51.37,Saturday
PED203318,2025-05-31,C100105,Cliente 0106,Murcia,Levante,P002,Cargador USB-C,Electrónica,4,36.47,145.88,Marketplace,PayPal,1.0,36.47,Saturday
PED204366,2025-05-31,C100065,Cliente 0066,Sevilla,Andalucía,P007,Webcam HD,Electrónica,2,146.39,292.78,Web,PayPal,4.0,146.39,Saturday
PED200802,2025-05-31,C100230,Cliente 0231,Bilbao,Norte,P007,Webcam HD,Electrónica,5,141.44,707.2,Web,Transferencia,,141.44,Saturday
PED202834,2025-05-31,C100163,Cliente 0164,Bilbao,Norte,P020,Reloj deportivo,Deporte,1,157.09,157.09,Web,Tarjeta,4.0,157.09,Saturday
PED211103,2025-05-31,C100180,Cliente 0181,Vigo,Norte,P024,Gafas de sol,Moda,1,62.72,62.72,App móvil,PayPal,3.0,62.72,Saturday
PED201143,2025-05-31,C100293,Cliente 0294,Sevilla,Andalucía,P015,Esterilla yoga,Deporte,4,116.45,465.8,Web,Tarjeta,,116.45,Saturday
PED210872,2025-05-31,C100010,Cliente 0011,Zaragoza,Centro,P015,Esterilla yoga,Deporte,4,125.11,500.44,Web,PayPal,3.0,125.11,Saturday
PED202572,2025-05-31,C100235,Cliente 0236,Murcia,Levante,P001,Auriculares BT,Electrónica,5,117.16,585.8,Web,Tarjeta,4.0,117.16,Saturday
PED205339,2025-05-31,C100192,Cliente 0193,Málaga,Andalucía,P023,Mochila urbana,Moda,4,65.62,262.48,Web,Tarjeta,3.0,65.62,Saturday
PED204051,2025-05-31,C100162,Cliente 0163,Bilbao,Norte,P021,Camiseta algodón,Moda,1,145.33,145.33,Web,Tarjeta,3.0,145.33,Saturday
PED211490,2025-05-31,C100239,Cliente 0240,Málaga,Andalucía,P018,Zapatillas running,Deporte,5,124.81,624.05,App móvil,Tarjeta,5.0,124.81,Saturday
PED211107,2025-06-01,C100054,Cliente 0055,Bilbao,Norte,P016,Mancuernas 5kg,Deporte,1,80.06,80.06,Web,Contra reembolso,4.0,80.06,Sunday
PED209576,2025-06-01,C100015,Cliente 0016,Murcia,Levante,P026,Cuaderno A5,Papelería,2,29.14,58.28,App móvil,Tarjeta,4.0,29.14,Sunday
PED207092,2025-06-01,C100216,Cliente 0217,Madrid,Centro,P018,Zapatillas running,Deporte,3,120.29,360.87,App móvil,Tarjeta,3.0,120.29,Sunday
PED206733,2025-06-01,C100174,Cliente 0175,Málaga,Andalucía,P022,Sudadera capucha,Moda,4,51.45,205.8,App móvil,Transferencia,5.0,51.45,Sunday
PED205404,2025-06-01,C100124,Cliente 0125,Palma,Levante,P008,"Monitor 24""",Electrónica,2,142.99,285.98,Web,Tarjeta,3.0,142.99,Sunday
PED210283,2025-06-01,C100104,Cliente 0105,Murcia,Levante,P001,Auriculares BT,Electrónica,5,104.96,524.8,Web,Tarjeta,,104.96,Sunday
PED202942,2025-06-01,C100159,Cliente 0160,Murcia,Levante,P005,Altavoz portátil,Electrónica,2,93.1,186.2,App móvil,PayPal,5.0,93.1,Sunday
PED204516,2025-06-01,C100084,Cliente 0085,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,1,112.35,112.35,Marketplace,Transferencia,5.0,112.35,Sunday
PED201476,2025-06-01,C100103,Cliente 0104,Madrid,Centro,P015,Esterilla yoga,Deporte,1,115.7,115.7,Web,PayPal,4.0,115.7,Sunday
PED207571,2025-06-01,C100120,Cliente 0121,Bilbao,Norte,P009,Bombilla inteligente,Hogar,2,97.67,195.34,App móvil,PayPal,,97.67,Sunday
PED204327,2025-06-01,C100104,Cliente 0105,Murcia,Levante,P008,"Monitor 24""",Electrónica,4,130.58,522.32,Web,Tarjeta,5.0,130.58,Sunday
PED204987,2025-06-01,C100190,Cliente 0191,Málaga,Andalucía,P004,Teclado mecánico,Electrónica,1,117.5,117.5,Web,Tarjeta,5.0,117.5,Sunday
PED207842,2025-06-01,C100076,Cliente 0077,Sevilla,Andalucía,P008,"Monitor 24""",Electrónica,3,136.43,409.29,App móvil,Tarjeta,,136.43,Sunday
PED211899,2025-06-01,C100257,Cliente 0258,Barcelona,Cataluña,P004,Teclado mecánico,Electrónica,1,102.07,102.07,Web,Transferencia,,102.07,Sunday
PED208349,2025-06-01,C100262,Cliente 0263,Valencia,Levante,P009,Bombilla inteligente,Hogar,1,84.39,84.39,Web,Tarjeta,4.0,84.39,Sunday
PED204665,2025-06-01,C100221,Cliente 0222,Bilbao,Norte,P016,Mancuernas 5kg,Deporte,2,86.52,173.04,App móvil,PayPal,5.0,86.52,Sunday
PED211098,2025-06-01,C100180,Cliente 0181,Vigo,Norte,P030,Rotuladores 24u,Papelería,1,139.69,139.69,Marketplace,Tarjeta,1.0,139.69,Sunday
PED207541,2025-06-01,C100046,Cliente 0047,Bilbao,Norte,P016,Mancuernas 5kg,Deporte,2,76.52,153.04,Web,Tarjeta,4.0,76.52,Sunday
PED202670,2025-06-01,C100334,Cliente 0335,Bilbao,Norte,P012,Set sábanas,Hogar,2,26.85,53.7,App móvil,Tarjeta,5.0,26.85,Sunday
PED206695,2025-06-01,C100022,Cliente 0023,Barcelona,Cataluña,P017,Botella térmica,Deporte,2,152.63,305.26,Web,Tarjeta,,152.63,Sunday
PED206570,2025-06-01,C100096,Cliente 0097,Valencia,Levante,P017,Botella térmica,Deporte,4,130.51,522.04,Web,PayPal,1.0,130.51,Sunday
PED209056,2025-06-01,C100248,Cliente 0249,Murcia,Levante,P004,Teclado mecánico,Electrónica,1,119.21,119.21,Web,Tarjeta,5.0,119.21,Sunday
PED208694,2025-06-01,C100329,Cliente 0330,Zaragoza,Centro,P026,Cuaderno A5,Papelería,4,35.7,142.8,Web,Tarjeta,5.0,35.7,Sunday
PED205274,2025-06-01,C100102,Cliente 0103,Palma,Levante,P012,Set sábanas,Hogar,2,29.83,59.66,Web,Tarjeta,,29.83,Sunday
PED210947,2025-06-02,C100051,Cliente 0052,Barcelona,Cataluña,P001,Auriculares BT,Electrónica,3,123.15,369.45,Marketplace,Tarjeta,5.0,123.15,Monday
PED203987,2025-06-02,C100217,Cliente 0218,Madrid,Centro,P021,Camiseta algodón,Moda,1,159.2,159.2,Web,Tarjeta,5.0,159.2,Monday
PED209107,2025-06-02,C100154,Cliente 0155,Bilbao,Norte,P005,Altavoz portátil,Electrónica,1,83.07,83.07,App móvil,Tarjeta,,83.07,Monday
PED200652,2025-06-02,C100241,Cliente 0242,Zaragoza,Centro,P018,Zapatillas running,Deporte,3,123.99,371.97,Web,Tarjeta,3.0,123.99,Monday
PED210231,2025-06-02,C100131,Cliente 0132,Zaragoza,Centro,P026,Cuaderno A5,Papelería,2,28.8,57.6,App móvil,Tarjeta,,28.8,Monday
PED207273,2025-06-02,C100149,Cliente 0150,Madrid,Centro,P009,Bombilla inteligente,Hogar,5,87.53,437.65,App móvil,PayPal,4.0,87.53,Monday
PED203246,2025-06-02,C100243,Cliente 0244,Málaga,Andalucía,P027,Set bolígrafos,Papelería,3,155.67,467.01,App móvil,Tarjeta,5.0,155.67,Monday
PED202957,2025-06-02,C100137,Cliente 0138,Madrid,Centro,P001,Auriculares BT,Electrónica,1,129.86,129.86,Web,Contra reembolso,,129.86,Monday
PED210620,2025-06-02,C100004,Cliente 0005,Bilbao,Norte,P012,Set sábanas,Hogar,1,25.46,25.46,Marketplace,PayPal,4.0,25.46,Monday
PED201638,2025-06-02,C100078,Cliente 0079,Zaragoza,Centro,P016,Mancuernas 5kg,Deporte,1,84.44,84.44,App móvil,Tarjeta,4.0,84.44,Monday
PED206458,2025-06-02,C100186,Cliente 0187,Barcelona,Cataluña,P018,Zapatillas running,Deporte,4,140.21,560.84,Web,Transferencia,5.0,140.21,Monday
PED204684,2025-06-02,C100136,Cliente 0137,Málaga,Andalucía,P009,Bombilla inteligente,Hogar,1,91.39,91.39,Web,Tarjeta,5.0,91.39,Monday
PED211204,2025-06-02,C100106,Cliente 0107,Murcia,Levante,P007,Webcam HD,Electrónica,5,156.32,781.6,Web,PayPal,,156.32,Monday
PED209218,2025-06-02,C100043,Cliente 0044,Sevilla,Andalucía,P001,Auriculares BT,Electrónica,2,103.34,206.68,Web,Tarjeta,5.0,103.34,Monday
PED206055,2025-06-02,C100043,Cliente 0044,Sevilla,Andalucía,P015,Esterilla yoga,Deporte,5,122.36,611.8,Web,Contra reembolso,4.0,122.36,Monday
PED209863,2025-06-02,C100019,Cliente 0020,Bilbao,Norte,P023,Mochila urbana,Moda,5,69.76,348.8,Web,Contra reembolso,,69.76,Monday
PED209894,2025-06-03,C100252,Cliente 0253,Barcelona,Cataluña,P025,Cinturón cuero,Moda,3,36.78,110.34,App móvil,PayPal,5.0,36.78,Tuesday
PED211996,2025-06-03,C100009,Cliente 0010,Madrid,Centro,P007,Webcam HD,Electrónica,3,153.1,459.3,Marketplace,Transferencia,4.0,153.1,Tuesday
PED205184,2025-06-03,C100125,Cliente 0126,Zaragoza,Centro,P025,Cinturón cuero,Moda,4,34.21,136.84,Web,PayPal,,34.21,Tuesday
PED207270,2025-06-03,C100041,Cliente 0042,Murcia,Levante,P029,Mochila portátil,Papelería,2,75.05,150.1,Web,Tarjeta,3.0,75.05,Tuesday
PED207586,2025-06-03,C100145,Cliente 0146,Palma,Levante,P013,Lámpara escritorio,Hogar,4,26.93,107.72,App móvil,Contra reembolso,5.0,26.93,Tuesday
PED203691,2025-06-03,C100335,Cliente 0336,Palma,Levante,P017,Botella térmica,Deporte,4,159.74,638.96,Web,Tarjeta,4.0,159.74,Tuesday
PED201091,2025-06-03,C100072,Cliente 0073,Bilbao,Norte,P021,Camiseta algodón,Moda,2,124.9,249.8,Web,Tarjeta,5.0,124.9,Tuesday
PED201057,2025-06-03,C100330,Cliente 0331,Zaragoza,Centro,P019,Banda elástica,Deporte,1,65.74,65.74,Marketplace,Tarjeta,5.0,65.74,Tuesday
PED201181,2025-06-03,C100011,Cliente 0012,Vigo,Norte,P011,Cafetera cápsulas,Hogar,2,172.36,344.72,Web,PayPal,,172.36,Tuesday
PED210959,2025-06-03,C100141,Cliente 0142,Valencia,Levante,P007,Webcam HD,Electrónica,3,141.14,423.42,Web,Contra reembolso,,141.14,Tuesday
PED202461,2025-06-03,C100100,Cliente 0101,Palma,Levante,P029,Mochila portátil,Papelería,1,74.46,74.46,Web,Tarjeta,3.0,74.46,Tuesday
PED200899,2025-06-03,C100053,Cliente 0054,Bilbao,Norte,P028,Agenda 2026,Papelería,3,87.91,263.73,Web,Tarjeta,2.0,87.91,Tuesday
PED202630,2025-06-03,C100111,Cliente 0112,Murcia,Levante,P003,Ratón inalámbrico,Electrónica,4,104.83,419.32,Marketplace,Tarjeta,3.0,104.83,Tuesday
PED205494,2025-06-03,C100061,Cliente 0062,Murcia,Levante,P008,"Monitor 24""",Electrónica,4,141.0,564.0,Marketplace,Tarjeta,3.0,141.0,Tuesday
PED208335,2025-06-03,C100089,Cliente 0090,Palma,Levante,P009,Bombilla inteligente,Hogar,2,99.53,199.06,Marketplace,Tarjeta,2.0,99.53,Tuesday
PED203727,2025-06-04,C100236,Cliente 0237,Málaga,Andalucía,P014,Organizador armario,Hogar,2,24.39,48.78,App móvil,Tarjeta,5.0,24.39,Wednesday
PED207019,2025-06-04,C100061,Cliente 0062,Murcia,Levante,P008,"Monitor 24""",Electrónica,2,135.94,271.88,App móvil,PayPal,4.0,135.94,Wednesday
PED200801,2025-06-04,C100348,Cliente 0349,Barcelona,Cataluña,P006,Powerbank 10000mAh,Electrónica,1,102.92,102.92,App móvil,PayPal,4.0,102.92,Wednesday
PED205074,2025-06-04,C100273,Cliente 0274,Vigo,Norte,P010,Robot aspirador,Hogar,1,112.69,112.69,Web,Tarjeta,3.0,112.69,Wednesday
PED204876,2025-06-04,C100212,Cliente 0213,Murcia,Levante,P002,Cargador USB-C,Electrónica,1,33.45,33.45,Web,Contra reembolso,3.0,33.45,Wednesday
PED205463,2025-06-04,C100178,Cliente 0179,Vigo,Norte,P014,Organizador armario,Hogar,2,19.83,39.66,Web,Tarjeta,,19.83,Wednesday
PED207290,2025-06-04,C100216,Cliente 0217,Madrid,Centro,P030,Rotuladores 24u,Papelería,1,132.56,132.56,App móvil,PayPal,5.0,132.56,Wednesday
PED201365,2025-06-04,C100241,Cliente 0242,Zaragoza,Centro,P027,Set bolígrafos,Papelería,5,181.79,908.95,Web,PayPal,4.0,181.79,Wednesday
PED207531,2025-06-04,C100281,Cliente 0282,Bilbao,Norte,P030,Rotuladores 24u,Papelería,5,134.01,670.05,Marketplace,Tarjeta,5.0,134.01,Wednesday
PED204298,2025-06-04,C100128,Cliente 0129,Zaragoza,Centro,P001,Auriculares BT,Electrónica,5,102.43,512.15,App móvil,Transferencia,3.0,102.43,Wednesday
PED205180,2025-06-04,C100284,Cliente 0285,Bilbao,Norte,P011,Cafetera cápsulas,Hogar,1,182.98,182.98,App móvil,Tarjeta,1.0,182.98,Wednesday
PED204266,2025-06-04,C100213,Cliente 0214,Bilbao,Norte,P011,Cafetera cápsulas,Hogar,1,178.01,178.01,App móvil,PayPal,5.0,178.01,Wednesday
PED205092,2025-06-04,C100296,Cliente 0297,Palma,Levante,P016,Mancuernas 5kg,Deporte,3,79.24,237.72,Web,Tarjeta,5.0,79.24,Wednesday
PED205672,2025-06-04,C100226,Cliente 0227,Palma,Levante,P002,Cargador USB-C,Electrónica,2,40.09,80.18,Web,Tarjeta,5.0,40.09,Wednesday
PED205305,2025-06-04,C100174,Cliente 0175,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,4,98.48,393.92,Marketplace,Tarjeta,,98.48,Wednesday
PED203032,2025-06-04,C100166,Cliente 0167,Sevilla,Andalucía,P024,Gafas de sol,Moda,3,58.65,175.95,Web,Tarjeta,5.0,58.65,Wednesday
PED206713,2025-06-04,C100339,Cliente 0340,Vigo,Norte,P030,Rotuladores 24u,Papelería,1,137.21,137.21,Web,Tarjeta,3.0,137.21,Wednesday
PED200158,2025-06-04,C100116,Cliente 0117,Madrid,Centro,P013,Lámpara escritorio,Hogar,1,24.25,24.25,Web,Tarjeta,4.0,24.25,Wednesday
PED200546,2025-06-04,C100221,Cliente 0222,Bilbao,Norte,P010,Robot aspirador,Hogar,2,100.98,201.96,Marketplace,PayPal,5.0,100.98,Wednesday
PED210239,2025-06-04,C100207,Cliente 0208,Vigo,Norte,P014,Organizador armario,Hogar,3,19.16,57.48,Web,PayPal,,19.16,Wednesday
PED204617,2025-06-04,C100270,Cliente 0271,Valencia,Levante,P005,Altavoz portátil,Electrónica,4,95.09,380.36,Marketplace,PayPal,5.0,95.09,Wednesday
PED202545,2025-06-04,C100279,Cliente 0280,Madrid,Centro,P013,Lámpara escritorio,Hogar,2,24.23,48.46,Web,Tarjeta,4.0,24.23,Wednesday
PED208090,2025-06-04,C100066,Cliente 0067,Vigo,Norte,P025,Cinturón cuero,Moda,4,34.59,138.36,App móvil,Transferencia,3.0,34.59,Wednesday
PED204690,2025-06-04,C100051,Cliente 0052,Barcelona,Cataluña,P020,Reloj deportivo,Deporte,3,167.17,501.51,Web,Tarjeta,4.0,167.17,Wednesday
PED202558,2025-06-05,C100318,Cliente 0319,Vigo,Norte,P020,Reloj deportivo,Deporte,3,160.46,481.38,Web,Contra reembolso,5.0,160.46,Thursday
PED205632,2025-06-05,C100263,Cliente 0264,Vigo,Norte,P001,Auriculares BT,Electrónica,2,122.44,244.88,Web,PayPal,1.0,122.44,Thursday
PED206858,2025-06-05,C100158,Cliente 0159,Zaragoza,Centro,P017,Botella térmica,Deporte,2,153.01,306.02,Marketplace,Tarjeta,,153.01,Thursday
PED207678,2025-06-05,C100338,Cliente 0339,Valencia,Levante,P019,Banda elástica,Deporte,5,64.15,320.75,Web,PayPal,4.0,64.15,Thursday
PED211732,2025-06-05,C100156,Cliente 0157,Barcelona,Cataluña,P008,"Monitor 24""",Electrónica,2,142.59,285.18,Web,Transferencia,4.0,142.59,Thursday
PED209770,2025-06-05,C100170,Cliente 0171,Barcelona,Cataluña,P024,Gafas de sol,Moda,4,55.87,223.48,Web,Tarjeta,2.0,55.87,Thursday
PED203597,2025-06-05,C100010,Cliente 0011,Zaragoza,Centro,P019,Banda elástica,Deporte,4,64.87,259.48,Web,PayPal,5.0,64.87,Thursday
PED204356,2025-06-05,C100270,Cliente 0271,Valencia,Levante,P019,Banda elástica,Deporte,1,64.36,64.36,App móvil,PayPal,2.0,64.36,Thursday
PED209993,2025-06-05,C100330,Cliente 0331,Zaragoza,Centro,P010,Robot aspirador,Hogar,5,100.97,504.85,Web,Tarjeta,,100.97,Thursday
PED204716,2025-06-05,C100222,Cliente 0223,Murcia,Levante,P001,Auriculares BT,Electrónica,1,117.39,117.39,Marketplace,Tarjeta,5.0,117.39,Thursday
PED207699,2025-06-05,C100276,Cliente 0277,Bilbao,Norte,P003,Ratón inalámbrico,Electrónica,1,97.35,97.35,Web,Transferencia,4.0,97.35,Thursday
