pedido_id,fecha,cliente_id,cliente_nombre,ciudad,region,producto_id,producto_nombre,categoria,cantidad,precio_unitario,importe,canal,metodo_pago,valoracion
PED211400,2025-02-11,C100186,Cliente 0187,Barcelona,Cataluña,P011,Cafetera cápsulas,Hogar,1,188.03,188.03,Web,PayPal,1.0
PED210731,2025-02-11,C100313,Cliente 0314,Valencia,Levante,P012,Set sábanas,Hogar,5,27.3,136.5,App móvil,Transferencia,4.0
PED207149,2025-02-11,C100313,Cliente 0314,Valencia,Levante,P024,Gafas de sol,Moda,2,69.32,138.64,Marketplace,PayPal,3.0
PED211397,2025-02-11,C100052,Cliente 0053,Sevilla,Andalucía,P004,Teclado mecánico,Electrónica,3,101.2,303.6,Web,PayPal,4.0
PED201944,2025-02-11,C100281,Cliente 0282,Bilbao,Norte,P030,Rotuladores 24u,Papelería,1,129.02,129.02,Web,PayPal,4.0
PED202394,2025-02-11,C100159,Cliente 0160,Murcia,Levante,P015,Esterilla yoga,Deporte,1,113.44,113.44,App móvil,Tarjeta,
PED210685,2025-02-11,C100269,Cliente 0270,Zaragoza,Centro,P001,Auriculares BT,Electrónica,1,114.6,114.6,Web,Tarjeta,
PED207751,2025-02-12,C100012,Cliente 0013,Murcia,Levante,P016,Mancuernas 5kg,Deporte,4,79.58,318.32,Web,Tarjeta,4.0
PED205248,2025-02-12,C100217,Cliente 0218,Madrid,Centro,P021,Camiseta algodón,Moda,1,154.4,154.4,Marketplace,Contra reembolso,5.0
PED207110,2025-02-12,C100029,Cliente 0030,Bilbao,Norte,P016,Mancuernas 5kg,Deporte,1,78.38,78.38,App móvil,PayPal,3.0
PED207642,2025-02-12,C100191,Cliente 0192,Málaga,Andalucía,P008,"Monitor 24""",Electrónica,1,156.3,156.3,Web,Tarjeta,5.0
PED207617,2025-02-12,C100303,Cliente 0304,Palma,Levante,P016,Mancuernas 5kg,Deporte,4,77.89,311.56,Web,Tarjeta,4.0
PED207911,2025-02-12,C100207,Cliente 0208,Vigo,Norte,P003,Ratón inalámbrico,Electrónica,1,98.75,98.75,Web,PayPal,3.0
PED205526,2025-02-12,C100126,Cliente 0127,Madrid,Centro,P001,Auriculares BT,Electrónica,2,118.48,236.96,Web,Tarjeta,1.0
PED210613,2025-02-12,C100020,Cliente 0021,Zaragoza,Centro,P002,Cargador USB-C,Electrónica,1,35.87,35.87,Web,Tarjeta,5.0
PED209931,2025-02-12,C100196,Cliente 0197,Sevilla,Andalucía,P024,Gafas de sol,Moda,3,64.75,194.25,Web,Tarjeta,4.0
PED207178,2025-02-12,C100270,Cliente 0271,Valencia,Levante,P019,Banda elástica,Deporte,1,66.13,66.13,Web,Contra reembolso,4.0
PED208689,2025-02-12,C100287,Cliente 0288,Zaragoza,Centro,P030,Rotuladores 24u,Papelería,2,141.57,283.14,Web,Tarjeta,5.0
PED203638,2025-02-12,C100094,Cliente 0095,Palma,Levante,P002,Cargador USB-C,Electrónica,5,39.58,197.9,App móvil,Tarjeta,3.0
PED200138,2025-02-12,C100111,Cliente 0112,Murcia,Levante,P028,Agenda 2026,Papelería,3,82.56,247.68,App móvil,Transferencia,5.0
PED201830,2025-02-12,C100052,Cliente 0053,Sevilla,Andalucía,P008,"Monitor 24""",Electrónica,1,161.88,161.88,Web,Tarjeta,4.0
PED201471,2025-02-12,C100084,Cliente 0085,Málaga,Andalucía,P013,Lámpara escritorio,Hogar,1,29.08,29.08,Web,Tarjeta,5.0
PED206926,2025-02-12,C100179,Cliente 0180,Zaragoza,Centro,P020,Reloj deportivo,Deporte,1,153.97,153.97,Web,Transferencia,4.0
PED202309,2025-02-12,C100267,Cliente 0268,Sevilla,Andalucía,P002,Cargador USB-C,Electrónica,2,34.16,68.32,Web,Tarjeta,5.0
PED206172,2025-02-12,C100313,Cliente 0314,Valencia,Levante,P030,Rotuladores 24u,Papelería,1,139.82,139.82,Marketplace,PayPal,4.0
PED206276,2025-02-12,C100330,Cliente 0331,Zaragoza,Centro,P021,Camiseta algodón,Moda,1,149.48,149.48,Marketplace,PayPal,5.0
PED211788,2025-02-12,C100188,Cliente 0189,Valencia,Levante,P028,Agenda 2026,Papelería,1,92.61,92.61,Web,Tarjeta,5.0
PED210414,2025-02-12,C100232,Cliente 0233,Madrid,Centro,P020,Reloj deportivo,Deporte,5,163.39,816.95,Web,Transferencia,5.0
PED202034,2025-02-12,C100015,Cliente 0016,Murcia,Levante,P006,Powerbank 10000mAh,Electrónica,5,110.89,554.45,Marketplace,Transferencia,4.0
PED205553,2025-02-12,C100004,Cliente 0005,Bilbao,Norte,P027,Set bolígrafos,Papelería,5,181.22,906.1,App móvil,Tarjeta,5.0
PED208341,2025-02-12,C100293,Cliente 0294,Sevilla,Andalucía,P010,Robot aspirador,Hogar,3,119.39,358.17,Marketplace,Tarjeta,5.0
PED209678,2025-02-12,C100205,Cliente 0206,Valencia,Levante,P030,Rotuladores 24u,Papelería,1,123.26,123.26,Marketplace,PayPal,2.0
PED209183,2025-02-12,C100213,Cliente 0214,Bilbao,Norte,P028,Agenda 2026,Papelería,4,91.94,367.76,App móvil,PayPal,4.0
PED204575,2025-02-12,C100283,Cliente 0284,Bilbao,Norte,P016,Mancuernas 5kg,Deporte,3,87.1,261.3,Web,PayPal,4.0
PED202516,2025-02-13,C100259,Cliente 0260,Zaragoza,Centro,P018,Zapatillas running,Deporte,5,136.11,680.55,App móvil,Transferencia,5.0
PED205370,2025-02-13,C100197,Cliente 0198,Barcelona,Cataluña,P009,Bombilla inteligente,Hogar,1,95.58,95.58,App móvil,Tarjeta,3.0
PED204019,2025-02-13,C100027,Cliente 0028,Palma,Levante,P013,Lámpara escritorio,Hogar,2,29.18,58.36,Web,Tarjeta,
PED207675,2025-02-13,C100127,Cliente 0128,Murcia,Levante,P002,Cargador USB-C,Electrónica,1,33.31,33.31,App móvil,Contra reembolso,3.0
PED201192,2025-02-13,C100012,Cliente 0013,Murcia,Levante,P018,Zapatillas running,Deporte,4,118.16,472.64,App móvil,Tarjeta,4.0
PED202574,2025-02-13,C100321,Cliente 0322,Barcelona,Cataluña,P007,Webcam HD,Electrónica,1,148.43,148.43,Web,Tarjeta,5.0
PED200261,2025-02-13,C100267,Cliente 0268,Sevilla,Andalucía,P025,Cinturón cuero,Moda,4,36.69,146.76,Web,Tarjeta,
PED208412,2025-02-13,C100026,Cliente 0027,Bilbao,Norte,P008,"Monitor 24""",Electrónica,4,158.52,634.08,Marketplace,Tarjeta,5.0
PED205859,2025-02-13,C100125,Cliente 0126,Zaragoza,Centro,P001,Auriculares BT,Electrónica,4,118.15,472.6,Web,PayPal,5.0
PED210507,2025-02-13,C100164,Cliente 0165,Bilbao,Norte,P027,Set bolígrafos,Papelería,5,191.8,959.0,App móvil,PayPal,4.0
PED207211,2025-02-13,C100080,Cliente 0081,Vigo,Norte,P008,"Monitor 24""",Electrónica,2,134.09,268.18,Web,PayPal,5.0
PED201073,2025-02-13,C100193,Cliente 0194,Sevilla,Andalucía,P016,Mancuernas 5kg,Deporte,1,88.13,88.13,Web,PayPal,
PED208729,2025-02-13,C100206,Cliente 0207,Murcia,Levante,P005,Altavoz portátil,Electrónica,2,87.49,174.98,Web,Tarjeta,2.0
PED205516,2025-02-13,C100246,Cliente 0247,Murcia,Levante,P023,Mochila urbana,Moda,2,77.62,155.24,Web,Tarjeta,4.0
PED204769,2025-02-13,C100026,Cliente 0027,Bilbao,Norte,P006,Powerbank 10000mAh,Electrónica,1,108.14,108.14,App móvil,PayPal,4.0
PED205765,2025-02-13,C100131,Cliente 0132,Zaragoza,Centro,P019,Banda elástica,Deporte,1,60.08,60.08,App móvil,Tarjeta,3.0
PED202771,2025-02-13,C100229,Cliente 0230,Barcelona,Cataluña,P015,Esterilla yoga,Deporte,4,109.5,438.0,Web,Tarjeta,4.0
PED203055,2025-02-13,C100275,Cliente 0276,Bilbao,Norte,P001,Auriculares BT,Electrónica,5,116.34,581.7,App móvil,Tarjeta,5.0
PED207555,2025-02-13,C100089,Cliente 0090,Palma,Levante,P028,Agenda 2026,Papelería,2,93.14,186.28,Web,Tarjeta,4.0
PED203227,2025-02-13,C100085,Cliente 0086,Murcia,Levante,P026,Cuaderno A5,Papelería,4,32.47,129.88,Marketplace,Tarjeta,4.0
PED211242,2025-02-13,C100004,Cliente 0005,Bilbao,Norte,P023,Mochila urbana,Moda,1,76.35,76.35,Marketplace,Tarjeta,3.0
PED202891,2025-02-13,C100323,Cliente 0324,Vigo,Norte,P023,Mochila urbana,Moda,3,68.88,206.64,Web,Tarjeta,2.0
PED202650,2025-02-13,C100225,Cliente 0226,Sevilla,Andalucía,P023,Mochila urbana,Moda,1,73.64,73.64,Web,PayPal,4.0
PED206514,2025-02-14,C100075,Cliente 0076,Bilbao,Norte,P020,Reloj deportivo,Deporte,1,174.55,174.55,Web,PayPal,5.0
PED208913,2025-02-14,C100287,Cliente 0288,Zaragoza,Centro,P004,Teclado mecánico,Electrónica,5,117.77,588.85,Marketplace,Tarjeta,5.0
PED206938,2025-02-14,C100135,Cliente 0136,Sevilla,Andalucía,P013,Lámpara escritorio,Hogar,5,28.15,140.75,Web,Tarjeta,5.0
PED211470,2025-02-14,C100263,Cliente 0264,Vigo,Norte,P023,Mochila urbana,Moda,1,71.42,71.42,App móvil,Tarjeta,4.0
PED208944,2025-02-14,C100253,Cliente 0254,Sevilla,Andalucía,P014,Organizador armario,Hogar,2,24.13,48.26,Marketplace,PayPal,4.0
PED208658,2025-02-14,C100128,Cliente 0129,Zaragoza,Centro,P019,Banda elástica,Deporte,5,64.87,324.35,App móvil,Tarjeta,4.0
PED204662,2025-02-14,C100083,Cliente 0084,Palma,Levante,P020,Reloj deportivo,Deporte,1,183.22,183.22,Marketplace,PayPal,
PED208464,2025-02-14,C100323,Cliente 0324,Vigo,Norte,P013,Lámpara escritorio,Hogar,3,26.34,79.02,App móvil,Tarjeta,5.0
PED201264,2025-02-14,C100243,Cliente 0244,Málaga,Andalucía,P006,Powerbank 10000mAh,Electrónica,3,96.47,289.41,Web,Tarjeta,4.0
PED200492,2025-02-14,C100200,Cliente 0201,Sevilla,Andalucía,P019,Banda elástica,Deporte,1,61.11,61.11,Web,PayPal,5.0
PED209657,2025-02-14,C100106,Cliente 0107,Murcia,Levante,P018,Zapatillas running,Deporte,3,119.07,357.21,Marketplace,PayPal,1.0
PED202853,2025-02-14,C100045,Cliente 0046,Vigo,Norte,P010,Robot aspirador,Hogar,3,108.51,325.53,App móvil,Tarjeta,5.0
PED209659,2025-02-14,C100006,Cliente 0007,Madrid,Centro,P026,Cuaderno A5,Papelería,1,32.88,32.88,App móvil,PayPal,3.0
PED202775,2025-02-14,C100241,Cliente 0242,Zaragoza,Centro,P025,Cinturón cuero,Moda,5,31.04,155.2,App móvil,Tarjeta,4.0
PED207121,2025-02-14,C100271,Cliente 0272,Madrid,Centro,P010,Robot aspirador,Hogar,1,113.74,113.74,Web,PayPal,4.0
PED206399,2025-02-14,C100313,Cliente 0314,Valencia,Levante,P011,Cafetera cápsulas,Hogar,2,170.65,341.3,Web,PayPal,4.0
PED203470,2025-02-14,C100053,Cliente 0054,Bilbao,Norte,P029,Mochila portátil,Papelería,2,71.57,143.14,App móvil,Tarjeta,5.0
PED209842,2025-02-14,C100090,Cliente 0091,Bilbao,Norte,P018,Zapatillas running,Deporte,1,134.7,134.7,Web,PayPal,
PED207417,2025-02-14,C100090,Cliente 0091,Bilbao,Norte,P018,Zapatillas running,Deporte,2,132.27,264.54,Web,Contra reembolso,5.0
PED203832,2025-02-14,C100138,Cliente 0139,Sevilla,Andalucía,P027,Set bolígrafos,Papelería,5,188.63,943.15,Web,Tarjeta,3.0
PED208416,2025-02-14,C100166,Cliente 0167,Sevilla,Andalucía,P028,Agenda 2026,Papelería,5,77.72,388.6,Web,PayPal,4.0
PED210120,2025-02-14,C100301,Cliente 0302,Palma,Levante,P002,Cargador USB-C,Electrónica,2,37.18,74.36,Marketplace,PayPal,5.0
PED201150,2025-02-15,C100278,Cliente 0279,Madrid,Centro,P001,Auriculares BT,Electrónica,1,119.63,119.63,App móvil,PayPal,2.0
PED204823,2025-02-15,C100064,Cliente 0065,Bilbao,Norte,P005,Altavoz portátil,Electrónica,2,97.43,194.86,Web,Tarjeta,3.0
PED211172,2025-02-15,C100031,Cliente 0032,Valencia,Levante,P008,"Monitor 24""",Electrónica,4,143.57,574.28,App móvil,Tarjeta,5.0
PED204936,2025-02-15,C100145,Cliente 0146,Palma,Levante,P009,Bombilla inteligente,Hogar,1,93.85,93.85,Web,PayPal,4.0
PED211382,2025-02-15,C100112,Cliente 0113,Zaragoza,Centro,P022,Sudadera capucha,Moda,1,54.75,54.75,Web,PayPal,4.0
PED200454,2025-02-15,C100236,Cliente 0237,Málaga,Andalucía,P012,Set sábanas,Hogar,1,25.8,25.8,App móvil,Tarjeta,5.0
PED210863,2025-02-15,C100080,Cliente 0081,Vigo,Norte,P014,Organizador armario,Hogar,5,23.18,115.9,Web,Contra reembolso,5.0
PED211711,2025-02-15,C100325,Cliente 0326,Valencia,Levante,P024,Gafas de sol,Moda,2,66.88,133.76,Web,Tarjeta,4.0
PED205678,2025-02-15,C100154,Cliente 0155,Bilbao,Norte,P006,Powerbank 10000mAh,Electrónica,2,102.01,204.02,Marketplace,PayPal,4.0
PED206033,2025-02-15,C100258,Cliente 0259,Barcelona,Cataluña,P005,Altavoz portátil,Electrónica,4,90.94,363.76,Web,PayPal,5.0
PED210918,2025-02-15,C100256,Cliente 0257,Málaga,Andalucía,P012,Set sábanas,Hogar,3,27.18,81.54,Web,Transferencia,5.0
PED208791,2025-02-15,C100075,Cliente 0076,Bilbao,Norte,P010,Robot aspirador,Hogar,3,113.37,340.11,Web,PayPal,
PED208399,2025-02-15,C100295,Cliente 0296,Zaragoza,Centro,P019,Banda elástica,Deporte,4,67.14,268.56,Web,Tarjeta,5.0
PED203936,2025-02-15,C100139,Cliente 0140,Bilbao,Norte,P010,Robot aspirador,Hogar,4,123.03,492.12,App móvil,Tarjeta,5.0
PED211773,2025-02-15,C100064,Cliente 0065,Bilbao,Norte,P026,Cuaderno A5,Papelería,4,35.52,142.08,App móvil,Tarjeta,1.0
PED211155,2025-02-15,C100027,Cliente 0028,Palma,Levante,P029,Mochila portátil,Papelería,2,65.84,131.68,Marketplace,Tarjeta,5.0
PED207825,2025-02-15,C100231,Cliente 0232,Palma,Levante,P008,"Monitor 24""",Electrónica,1,157.92,157.92,Web,PayPal,3.0
PED203171,2025-02-15,C100165,Cliente 0166,Palma,Levante,P004,Teclado mecánico,Electrónica,1,102.18,102.18,Web,Tarjeta,4.0
PED206036,2025-02-16,C100096,Cliente 0097,Valencia,Levante,P008,"Monitor 24""",Electrónica,5,160.48,802.4,App móvil,Transferencia,4.0
PED209963,2025-02-16,C100164,Cliente 0165,Bilbao,Norte,P023,Mochila urbana,Moda,4,65.11,260.44,Web,Transferencia,3.0
PED206364,2025-02-16,C100048,Cliente 0049,Málaga,Andalucía,P026,Cuaderno A5,Papelería,3,32.82,98.46,Web,PayPal,5.0
PED205577,2025-02-16,C100077,Cliente 0078,Valencia,Levante,P009,Bombilla inteligente,Hogar,1,96.06,96.06,Web,PayPal,2.0
PED200294,2025-02-16,C100189,Cliente 0190,Sevilla,Andalucía,P005,Altavoz portátil,Electrónica,3,86.71,260.13,Web,PayPal,4.0
PED206109,2025-02-16,C100066,Cliente 0067,Vigo,Norte,P023,Mochila urbana,Moda,2,72.96,145.92,Marketplace,Tarjeta,1.0
PED206844,2025-02-16,C100098,Cliente 0099,Málaga,Andalucía,P029,Mochila portátil,Papelería,1,81.39,81.39,Web,Tarjeta,4.0
PED208186,2025-02-16,C100095,Cliente 0096,Valencia,Levante,P027,Set bolígrafos,Papelería,2,176.23,352.46,Web,PayPal,
PED207538,2025-02-16,C100246,Cliente 0247,Murcia,Levante,P029,Mochila portátil,Papelería,2,69.97,139.94,Web,Tarjeta,5.0
PED210988,2025-02-16,C100093,Cliente 0094,Sevilla,Andalucía,P018,Zapatillas running,Deporte,1,120.3,120.3,Marketplace,PayPal,5.0
PED207189,2025-02-16,C100348,Cliente 0349,Barcelona,Cataluña,P021,Camiseta algodón,Moda,1,143.25,143.25,Marketplace,Tarjeta,4.0
PED211852,2025-02-16,C100330,Cliente 0331,Zaragoza,Centro,P006,Powerbank 10000mAh,Electrónica,3,92.94,278.82,Web,Contra reembolso,5.0
PED209264,2025-02-16,C100119,Cliente 0120,Barcelona,Cataluña,P022,Sudadera capucha,Moda,1,52.41,52.41,Web,Tarjeta,
PED201908,2025-02-16,C100320,Cliente 0321,Sevilla,Andalucía,P009,Bombilla inteligente,Hogar,1,88.46,88.46,App móvil,Transferencia,4.0
PED204405,2025-02-16,C100349,Cliente 0350,Barcelona,Cataluña,P018,Zapatillas running,Deporte,1,115.03,115.03,Web,Tarjeta,1.0
PED208597,2025-02-17,C100232,Cliente 0233,Madrid,Centro,P019,Banda elástica,Deporte,1,58.3,58.3,Web,PayPal,3.0
PED200827,2025-02-17,C100078,Cliente 0079,Zaragoza,Centro,P007,Webcam HD,Electrónica,2,131.25,262.5,Web,PayPal,5.0
PED209874,2025-02-17,C100173,Cliente 0174,Murcia,Levante,P008,"Monitor 24""",Electrónica,1,141.94,141.94,Marketplace,PayPal,3.0
PED200266,2025-02-17,C100056,Cliente 0057,Zaragoza,Centro,P028,Agenda 2026,Papelería,1,82.44,82.44,Web,Tarjeta,
PED208395,2025-02-17,C100299,Cliente 0300,Madrid,Centro,P019,Banda elástica,Deporte,1,65.58,65.58,Web,Tarjeta,4.0
PED202819,2025-02-17,C100288,Cliente 0289,Zaragoza,Centro,P027,Set bolígrafos,Papelería,2,191.2,382.4,Marketplace,Transferencia,5.0
PED206795,2025-02-17,C100262,Cliente 0263,Valencia,Levante,P012,Set sábanas,Hogar,2,25.88,51.76,App móvil,PayPal,1.0
PED206158,2025-02-17,C100313,Cliente 0314,Valencia,Levante,P030,Rotuladores 24u,Papelería,3,144.56,433.68,Web,PayPal,4.0
PED205568,2025-02-17,C100098,Cliente 0099,Málaga,Andalucía,P022,Sudadera capucha,Moda,5,57.76,288.8,App móvil,Transferencia,5.0
PED209532,2025-02-17,C100152,Cliente 0153,Vigo,Norte,P015,Esterilla yoga,Deporte,2,116.72,233.44,Web,Tarjeta,4.0
PED203155,2025-02-17,C100334,Cliente 0335,Bilbao,Norte,P007,Webcam HD,Electrónica,1,144.0,144.0,Web,Tarjeta,
PED202095,2025-02-17,C100198,Cliente 0199,Sevilla,Andalucía,P006,Powerbank 10000mAh,Electrónica,2,89.8,179.6,Web,PayPal,4.0
PED203863,2025-02-17,C100133,Cliente 0134,Zaragoza,Centro,P008,"Monitor 24""",Electrónica,1,141.59,141.59,Web,PayPal,5.0
PED203344,2025-02-17,C100166,Cliente 0167,Sevilla,Andalucía,P004,Teclado mecánico,Electrónica,3,109.23,327.69,Marketplace,Tarjeta,5.0
PED201718,2025-02-17,C100110,Cliente 0111,Valencia,Levante,P026,Cuaderno A5,Papelería,4,29.23,116.92,Web,Contra reembolso,5.0
PED206874,2025-02-17,C100223,Cliente 0224,Valencia,Levante,P028,Agenda 2026,Papelería,1,88.35,88.35,Web,Tarjeta,
PED207514,2025-02-17,C100152,Cliente 0153,Vigo,Norte,P002,Cargador USB-C,Electrónica,1,39.14,39.14,Web,Tarjeta,4.0
PED209558,2025-02-17,C100170,Cliente 0171,Barcelona,Cataluña,P026,Cuaderno A5,Papelería,1,28.98,28.98,Web,Tarjeta,5.0
PED206910,2025-02-17,C100167,Cliente 0168,Barcelona,Cataluña,P019,Banda elástica,Deporte,5,71.92,359.6,Marketplace,Tarjeta,
PED211902,2025-02-18,C100253,Cliente 0254,Sevilla,Andalucía,P002,Cargador USB-C,Electrónica,1,35.11,35.11,Web,PayPal,
PED209156,2025-02-18,C100133,Cliente 0134,Zaragoza,Centro,P013,Lámpara escritorio,Hogar,2,24.29,48.58,Web,Tarjeta,4.0
PED211654,2025-02-18,C100168,Cliente 0169,Sevilla,Andalucía,P027,Set bolígrafos,Papelería,2,192.04,384.08,Web,PayPal,2.0
PED204378,2025-02-18,C100207,Cliente 0208,Vigo,Norte,P007,Webcam HD,Electrónica,1,137.35,137.35,Web,Contra reembolso,3.0
PED210761,2025-02-18,C100333,Cliente 0334,Palma,Levante,P018,Zapatillas running,Deporte,1,119.85,119.85,Web,Transferencia,4.0
PED207225,2025-02-18,C100304,Cliente 0305,Zaragoza,Centro,P011,Cafetera cápsulas,Hogar,2,185.21,370.42,Web,Tarjeta,4.0
PED203887,2025-02-18,C100240,Cliente 0241,Barcelona,Cataluña,P016,Mancuernas 5kg,Deporte,5,88.61,443.05,Marketplace,Tarjeta,5.0
PED205611,2025-02-18,C100283,Cliente 0284,Bilbao,Norte,P017,Botella térmica,Deporte,2,139.98,279.96,Web,Tarjeta,
PED200810,2025-02-18,C100243,Cliente 0244,Málaga,Andalucía,P030,Rotuladores 24u,Papelería,5,121.88,609.4,App móvil,Tarjeta,2.0
PED200335,2025-02-18,C100129,Cliente 0130,Málaga,Andalucía,P004,Teclado mecánico,Electrónica,1,121.37,121.37,App móvil,Tarjeta,3.0
PED202998,2025-02-18,C100005,Cliente 0006,Palma,Levante,P026,Cuaderno A5,Papelería,3,36.15,108.45,App móvil,Tarjeta,4.0
PED211162,2025-02-18,C100313,Cliente 0314,Valencia,Levante,P008,"Monitor 24""",Electrónica,3,154.65,463.95,App móvil,PayPal,4.0
PED205906,2025-02-18,C100249,Cliente 0250,Madrid,Centro,P018,Zapatillas running,Deporte,1,112.17,112.17,App móvil,Transferencia,3.0
PED205761,2025-02-18,C100051,Cliente 0052,Barcelona,Cataluña,P006,Powerbank 10000mAh,Electrónica,1,106.24,106.24,Web,Tarjeta,4.0
PED208852,2025-02-18,C100037,Cliente 0038,Palma,Levante,P016,Mancuernas 5kg,Deporte,3,78.27,234.81,App móvil,Tarjeta,5.0
PED205257,2025-02-18,C100111,Cliente 0112,Murcia,Levante,P012,Set sábanas,Hogar,3,24.76,74.28,Web,Transferencia,3.0
PED204830,2025-02-19,C100122,Cliente 0123,Málaga,Andalucía,P019,Banda elástica,Deporte,2,65.6,131.2,Web,Tarjeta,1.0
PED206650,2025-02-19,C100233,Cliente 0234,Murcia,Levante,P002,Cargador USB-C,Electrónica,5,33.48,167.4,Web,Tarjeta,5.0
PED209410,2025-02-19,C100193,Cliente 0194,Sevilla,Andalucía,P022,Sudadera capucha,Moda,5,57.69,288.45,Web,Tarjeta,4.0
PED210535,2025-02-19,C100069,Cliente 0070,Bilbao,Norte,P025,Cinturón cuero,Moda,1,32.79,32.79,Web,Transferencia,4.0
PED210496,2025-02-19,C100259,Cliente 0260,Zaragoza,Centro,P003,Ratón inalámbrico,Electrónica,1,117.04,117.04,App móvil,Tarjeta,3.0
PED206959,2025-02-19,C100315,Cliente 0316,Málaga,Andalucía,P026,Cuaderno A5,Papelería,2,28.82,57.64,Web,Tarjeta,5.0
PED206204,2025-02-19,C100283,Cliente 0284,Bilbao,Norte,P028,Agenda 2026,Papelería,4,92.74,370.96,Marketplace,Tarjeta,4.0
PED203776,2025-02-19,C100317,Cliente 0318,Murcia,Levante,P015,Esterilla yoga,Deporte,4,135.3,541.2,Web,Tarjeta,
PED202373,2025-02-19,C100136,Cliente 0137,Málaga,Andalucía,P004,Teclado mecánico,Electrónica,3,109.78,329.34,Web,PayPal,4.0
PED207621,2025-02-19,C100193,Cliente 0194,Sevilla,Andalucía,P003,Ratón inalámbrico,Electrónica,3,111.93,335.79,Web,Tarjeta,4.0
PED204747,2025-02-19,C100235,Cliente 0236,Murcia,Levante,P010,Robot aspirador,Hogar,4,116.66,466.64,Web,PayPal,1.0
PED201991,2025-02-19,C100130,Cliente 0131,Zaragoza,Centro,P022,Sudadera capucha,Moda,1,50.29,50.29,Web,Tarjeta,2.0
PED201090,2025-02-19,C100212,Cliente 0213,Murcia,Levante,P024,Gafas de sol,Moda,1,62.86,62.86,Web,Tarjeta,3.0
PED208795,2025-02-19,C100330,Cliente 0331,Zaragoza,Centro,P018,Zapatillas running,Deporte,1,121.42,121.42,Web,Transferencia,4.0
PED203816,2025-02-20,C100134,Cliente 0135,Murcia,Levante,P021,Camiseta algodón,Moda,1,127.05,127.05,App móvil,Transferencia,5.0
PED201874,2025-02-20,C100057,Cliente 0058,Barcelona,Cataluña,P004,Teclado mecánico,Electrónica,3,107.67,323.01,Web,PayPal,3.0
PED207926,2025-02-20,C100122,Cliente 0123,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,2,103.58,207.16,Web,Tarjeta,5.0
PED210474,2025-02-20,C100054,Cliente 0055,Bilbao,Norte,P001,Auriculares BT,Electrónica,1,125.84,125.84,Web,Tarjeta,2.0
PED208567,2025-02-20,C100066,Cliente 0067,Vigo,Norte,P019,Banda elástica,Deporte,1,68.17,68.17,App móvil,Tarjeta,4.0
PED203126,2025-02-20,C100313,Cliente 0314,Valencia,Levante,P009,Bombilla inteligente,Hogar,1,100.57,100.57,Web,Tarjeta,4.0
PED202878,2025-02-20,C100347,Cliente 0348,Vigo,Norte,P023,Mochila urbana,Moda,1,69.81,69.81,Web,Transferencia,5.0
PED209468,2025-02-20,C100175,Cliente 0176,Bilbao,Norte,P024,Gafas de sol,Moda,1,66.48,66.48,App móvil,Tarjeta,5.0
PED204501,2025-02-20,C100189,Cliente 0190,Sevilla,Andalucía,P029,Mochila portátil,Papelería,5,71.88,359.4,App móvil,PayPal,3.0
PED211407,2025-02-20,C100212,Cliente 0213,Murcia,Levante,P001,Auriculares BT,Electrónica,2,116.45,232.9,Web,Transferencia,5.0
PED206551,2025-02-20,C100321,Cliente 0322,Barcelona,Cataluña,P003,Ratón inalámbrico,Electrónica,1,117.74,117.74,App móvil,Tarjeta,4.0
PED207672,2025-02-20,C100147,Cliente 0148,Valencia,Levante,P018,Zapatillas running,Deporte,2,130.52,261.04,App móvil,Tarjeta,4.0
PED207338,2025-02-20,C100090,Cliente 0091,Bilbao,Norte,P005,Altavoz portátil,Electrónica,1,94.3,94.3,Web,Tarjeta,5.0
PED205433,2025-02-20,C100108,Cliente 0109,Bilbao,Norte,P029,Mochila portátil,Papelería,1,74.51,74.51,Marketplace,PayPal,5.0
PED207986,2025-02-20,C100017,Cliente 0018,Barcelona,Cataluña,P029,Mochila portátil,Papelería,1,67.06,67.06,Web,Tarjeta,5.0
PED200600,2025-02-20,C100049,Cliente 0050,Murcia,Levante,P006,Powerbank 10000mAh,Electrónica,1,106.31,106.31,Web,PayPal,4.0
PED200567,2025-02-21,C100153,Cliente 0154,Valencia,Levante,P012,Set sábanas,Hogar,2,29.55,59.1,App móvil,Tarjeta,5.0
PED206741,2025-02-21,C100253,Cliente 0254,Sevilla,Andalucía,P009,Bombilla inteligente,Hogar,4,100.77,403.08,Web,Tarjeta,4.0
PED202782,2025-02-21,C100013,Cliente 0014,Murcia,Levante,P020,Reloj deportivo,Deporte,1,148.1,148.1,Web,PayPal,5.0
PED208774,2025-02-21,C100222,Cliente 0223,Murcia,Levante,P029,Mochila portátil,Papelería,1,66.66,66.66,App móvil,Contra reembolso,4.0
PED205652,2025-02-21,C100269,Cliente 0270,Zaragoza,Centro,P022,Sudadera capucha,Moda,5,56.42,282.1,App móvil,Transferencia,4.0
PED202560,2025-02-21,C100313,Cliente 0314,Valencia,Levante,P016,Mancuernas 5kg,Deporte,1,86.7,86.7,App móvil,Tarjeta,5.0
PED207821,2025-02-21,C100142,Cliente 0143,Valencia,Levante,P020,Reloj deportivo,Deporte,2,179.59,359.18,App móvil,PayPal,5.0
PED200495,2025-02-21,C100269,Cliente 0270,Zaragoza,Centro,P004,Teclado mecánico,Electrónica,3,112.91,338.73,Web,PayPal,4.0
